event_id,cik,canonical_symbol_at_filing,identity_status,accession_number,form,filing_date,accepted_at,matched_items,filing_index_url,primary_document_url
SEC8K-0000950123-09-051436,0000789570,,UNMAPPED,0000950123-09-051436,8-K,2009-10-20,2009-10-20T12:30:15.000Z,2.06,https://www.sec.gov/Archives/edgar/data/789570/000095012309051436/0000950123-09-051436-index.html,https://www.sec.gov/Archives/edgar/data/789570/000095012309051436/p16129e8vk.htm
SEC8K-0001193125-09-229376,0000712515,,UNMAPPED,0001193125-09-229376,8-K,2009-11-09,2009-11-09T21:12:04.000Z,2.05,https://www.sec.gov/Archives/edgar/data/712515/000119312509229376/0001193125-09-229376-index.html,https://www.sec.gov/Archives/edgar/data/712515/000119312509229376/d8k.htm
SEC8K-0001104659-09-064037,0000796343,,UNMAPPED,0001104659-09-064037,8-K,2009-11-10,2009-11-10T21:21:22.000Z,2.05,https://www.sec.gov/Archives/edgar/data/796343/000110465909064037/0001104659-09-064037-index.html,https://www.sec.gov/Archives/edgar/data/796343/000110465909064037/a09-33303_18k.htm
SEC8K-0001299933-09-004657,0000040704,,UNMAPPED,0001299933-09-004657,8-K,2009-11-24,2009-11-24T13:55:57.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/40704/000129993309004657/0001299933-09-004657-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993309004657/htm_35259.htm
SEC8K-0001193125-09-245508,0001109357,,UNMAPPED,0001193125-09-245508,8-K,2009-12-02,2009-12-02T12:20:34.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1109357/000119312509245508/0001193125-09-245508-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312509245508/d8k.htm
SEC8K-0000950123-09-072317,0000898293,,UNMAPPED,0000950123-09-072317,8-K/A,2009-12-21,2009-12-21T21:25:28.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/898293/000095012309072317/0000950123-09-072317-index.html,https://www.sec.gov/Archives/edgar/data/898293/000095012309072317/g21612e8vkza.htm
SEC8K-0000950123-10-003025,0000813672,,UNMAPPED,0000950123-10-003025,8-K,2010-01-15,2010-01-15T22:08:49.000Z,2.05,https://www.sec.gov/Archives/edgar/data/813672/000095012310003025/0000950123-10-003025-index.html,https://www.sec.gov/Archives/edgar/data/813672/000095012310003025/f54638e8vk.htm
SEC8K-0001104659-10-002461,0001001250,,UNMAPPED,0001104659-10-002461,8-K/A,2010-01-21,2010-01-21T22:21:02.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465910002461/0001104659-10-002461-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465910002461/a10-2277_18ka.htm
SEC8K-0001193125-10-026533,0001260221,,UNMAPPED,0001193125-10-026533,8-K,2010-02-10,2010-02-10T12:10:35.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1260221/000119312510026533/0001193125-10-026533-index.html,https://www.sec.gov/Archives/edgar/data/1260221/000119312510026533/d8k.htm
SEC8K-0001193125-10-031545,0000310158,,UNMAPPED,0001193125-10-031545,8-K,2010-02-16,2010-02-16T13:03:36.000Z,2.05,https://www.sec.gov/Archives/edgar/data/310158/000119312510031545/0001193125-10-031545-index.html,https://www.sec.gov/Archives/edgar/data/310158/000119312510031545/d8k.htm
SEC8K-0001193125-10-035204,0001336920,,UNMAPPED,0001193125-10-035204,8-K,2010-02-19,2010-02-19T21:06:54.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1336920/000119312510035204/0001193125-10-035204-index.html,https://www.sec.gov/Archives/edgar/data/1336920/000119312510035204/d8k.htm
SEC8K-0001193125-10-045957,0001109357,,UNMAPPED,0001193125-10-045957,8-K,2010-03-02,2010-03-02T21:24:41.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1109357/000119312510045957/0001193125-10-045957-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312510045957/d8k.htm
SEC8K-0001104659-10-015787,0000009389,,UNMAPPED,0001104659-10-015787,8-K,2010-03-23,2010-03-23T14:57:43.000Z,2.04,https://www.sec.gov/Archives/edgar/data/9389/000110465910015787/0001104659-10-015787-index.html,https://www.sec.gov/Archives/edgar/data/9389/000110465910015787/a10-6754_18k.htm
SEC8K-0001104659-10-022104,0001001250,,UNMAPPED,0001104659-10-022104,8-K/A,2010-04-27,2010-04-27T19:38:55.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465910022104/0001104659-10-022104-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465910022104/a10-8728_18ka.htm
SEC8K-0000950123-10-048531,0000936395,,UNMAPPED,0000950123-10-048531,8-K,2010-05-12,2010-05-12T21:00:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/936395/000095012310048531/0000950123-10-048531-index.html,https://www.sec.gov/Archives/edgar/data/936395/000095012310048531/w78516e8vk.htm
SEC8K-0001193125-10-128222,0001014473,,UNMAPPED,0001193125-10-128222,8-K,2010-05-25,2010-05-25T20:09:37.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1014473/000119312510128222/0001193125-10-128222-index.html,https://www.sec.gov/Archives/edgar/data/1014473/000119312510128222/d8k.htm
SEC8K-0000947871-10-000664,0001144519,,UNMAPPED,0000947871-10-000664,8-K,2010-06-04,2010-06-04T17:14:14.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1144519/000094787110000664/0000947871-10-000664-index.html,https://www.sec.gov/Archives/edgar/data/1144519/000094787110000664/ss93123_8k.htm
SEC8K-0001193125-10-133068,0001341439,,UNMAPPED,0001193125-10-133068,8-K,2010-06-04,2010-06-04T20:54:00.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1341439/000119312510133068/0001193125-10-133068-index.html,https://www.sec.gov/Archives/edgar/data/1341439/000119312510133068/d8k.htm
SEC8K-0000047111-10-000021,0000047111,,UNMAPPED,0000047111-10-000021,8-K,2010-06-15,2010-06-15T19:53:45.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47111/000004711110000021/0000047111-10-000021-index.html,https://www.sec.gov/Archives/edgar/data/47111/000004711110000021/f8k_06142010.htm
SEC8K-0000009389-10-000026,0000009389,,UNMAPPED,0000009389-10-000026,8-K,2010-06-21,2010-06-21T17:29:40.000Z,2.05,https://www.sec.gov/Archives/edgar/data/9389/000000938910000026/0000009389-10-000026-index.html,https://www.sec.gov/Archives/edgar/data/9389/000000938910000026/f8-k.htm
SEC8K-0001104659-10-035401,0001001250,,UNMAPPED,0001104659-10-035401,8-K/A,2010-06-24,2010-06-24T20:40:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465910035401/0001104659-10-035401-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465910035401/a10-12543_18ka.htm
SEC8K-0001193125-10-155791,0000310158,,UNMAPPED,0001193125-10-155791,8-K,2010-07-08,2010-07-08T20:50:21.000Z,2.05,https://www.sec.gov/Archives/edgar/data/310158/000119312510155791/0001193125-10-155791-index.html,https://www.sec.gov/Archives/edgar/data/310158/000119312510155791/d8k.htm
SEC8K-0001193125-10-158812,0001014473,,UNMAPPED,0001193125-10-158812,8-K/A,2010-07-14,2010-07-14T20:15:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1014473/000119312510158812/0001193125-10-158812-index.html,https://www.sec.gov/Archives/edgar/data/1014473/000119312510158812/d8ka.htm
SEC8K-0001193125-10-173664,0001014473,,UNMAPPED,0001193125-10-173664,8-K/A,2010-08-02,2010-08-02T20:24:48.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1014473/000119312510173664/0001193125-10-173664-index.html,https://www.sec.gov/Archives/edgar/data/1014473/000119312510173664/d8ka.htm
SEC8K-0001407702-10-000009,0001031296,,UNMAPPED,0001407702-10-000009,8-K,2010-08-13,2010-08-13T12:12:02.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1031296/000140770210000009/0001407702-10-000009-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000140770210000009/main8_k.htm
SEC8K-0001104659-10-045248,0001001250,,UNMAPPED,0001104659-10-045248,8-K/A,2010-08-20,2010-08-20T10:00:47.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465910045248/0001104659-10-045248-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465910045248/a10-16165_18ka.htm
SEC8K-0000950123-10-084690,0000936395,,UNMAPPED,0000950123-10-084690,8-K/A,2010-09-09,2010-09-09T00:16:50.000Z,2.05,https://www.sec.gov/Archives/edgar/data/936395/000095012310084690/0000950123-10-084690-index.html,https://www.sec.gov/Archives/edgar/data/936395/000095012310084690/w79771e8vkza.htm
SEC8K-0001104659-10-049015,0001326160,,UNMAPPED,0001104659-10-049015,8-K,2010-09-17,2010-09-17T20:32:16.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1326160/000110465910049015/0001104659-10-049015-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465910049015/a10-18075_18k.htm
SEC8K-0000086521-10-000057,0001032208,,UNMAPPED,0000086521-10-000057,8-K,2010-09-20,2010-09-20T20:59:59.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1032208/000008652110000057/0000086521-10-000057-index.html,https://www.sec.gov/Archives/edgar/data/1032208/000008652110000057/se8k9202010.htm
SEC8K-0001104659-10-049239,0000001800,,UNMAPPED,0001104659-10-049239,8-K,2010-09-21,2010-09-21T12:51:27.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1800/000110465910049239/0001104659-10-049239-index.html,https://www.sec.gov/Archives/edgar/data/1800/000110465910049239/a10-18159_18k.htm
SEC8K-0000950123-10-092781,0000789570,,UNMAPPED,0000950123-10-092781,8-K,2010-10-12,2010-10-12T20:46:05.000Z,2.06,https://www.sec.gov/Archives/edgar/data/789570/000095012310092781/0000950123-10-092781-index.html,https://www.sec.gov/Archives/edgar/data/789570/000095012310092781/p18232e8vk.htm
SEC8K-0001193125-10-244359,0000712515,,UNMAPPED,0001193125-10-244359,8-K,2010-11-02,2010-11-02T20:16:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/712515/000119312510244359/0001193125-10-244359-index.html,https://www.sec.gov/Archives/edgar/data/712515/000119312510244359/d8k.htm
SEC8K-0001031296-10-000035,0001031296,,UNMAPPED,0001031296-10-000035,8-K,2010-11-17,2010-11-17T13:50:46.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1031296/000103129610000035/0001031296-10-000035-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000103129610000035/main8_k.htm
SEC8K-0001193125-10-276913,0001109357,,UNMAPPED,0001193125-10-276913,8-K,2010-12-09,2010-12-09T02:35:11.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1109357/000119312510276913/0001193125-10-276913-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312510276913/d8k.htm
SEC8K-0000310764-10-000083,0000310764,,UNMAPPED,0000310764-10-000083,8-K,2010-12-10,2010-12-10T21:43:01.000Z,2.06,https://www.sec.gov/Archives/edgar/data/310764/000031076410000083/0000310764-10-000083-index.html,https://www.sec.gov/Archives/edgar/data/310764/000031076410000083/syk8k121010.htm
SEC8K-0001104659-10-063364,0001001250,,UNMAPPED,0001104659-10-063364,8-K/A,2010-12-17,2010-12-17T22:10:16.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465910063364/0001104659-10-063364-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465910063364/a10-23783_18ka.htm
SEC8K-0001206774-11-000003,0000021076,,UNMAPPED,0001206774-11-000003,8-K,2011-01-03,2011-01-03T20:40:15.000Z,2.06,https://www.sec.gov/Archives/edgar/data/21076/000120677411000003/0001206774-11-000003-index.html,https://www.sec.gov/Archives/edgar/data/21076/000120677411000003/clorox_8k.htm
SEC8K-0001193125-11-002665,0001097864,,UNMAPPED,0001193125-11-002665,8-K,2011-01-06,2011-01-06T18:07:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1097864/000119312511002665/0001193125-11-002665-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312511002665/d8k.htm
SEC8K-0000004962-11-000006,0000004962,,UNMAPPED,0000004962-11-000006,8-K,2011-01-19,2011-01-19T14:02:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/4962/000000496211000006/0000004962-11-000006-index.html,https://www.sec.gov/Archives/edgar/data/4962/000000496211000006/consolidation8k.htm
SEC8K-0000055785-11-000005,0000055785,,UNMAPPED,0000055785-11-000005,8-K,2011-01-25,2011-01-25T14:01:00.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578511000005/0000055785-11-000005-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578511000005/kc_8k-4q10.htm
SEC8K-0000009389-11-000005,0000009389,,UNMAPPED,0000009389-11-000005,8-K,2011-01-27,2011-01-27T14:51:29.000Z,2.05,https://www.sec.gov/Archives/edgar/data/9389/000000938911000005/0000009389-11-000005-index.html,https://www.sec.gov/Archives/edgar/data/9389/000000938911000005/f8-k.htm
SEC8K-0001104659-11-003727,0001001250,,UNMAPPED,0001104659-11-003727,8-K/A,2011-01-28,2011-01-28T22:17:58.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465911003727/0001104659-11-003727-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465911003727/a11-4755_18ka.htm
SEC8K-0000950123-11-008338,0000813672,,UNMAPPED,0000950123-11-008338,8-K,2011-02-02,2011-02-02T21:36:12.000Z,2.05,https://www.sec.gov/Archives/edgar/data/813672/000095012311008338/0000950123-11-008338-index.html,https://www.sec.gov/Archives/edgar/data/813672/000095012311008338/f58179e8vk.htm
SEC8K-0001193125-11-022546,0000310158,,UNMAPPED,0001193125-11-022546,8-K,2011-02-03,2011-02-03T12:36:41.000Z,2.06,https://www.sec.gov/Archives/edgar/data/310158/000119312511022546/0001193125-11-022546-index.html,https://www.sec.gov/Archives/edgar/data/310158/000119312511022546/d8k.htm
SEC8K-0001104659-11-007934,0000031462,,UNMAPPED,0001104659-11-007934,8-K,2011-02-17,2011-02-17T13:58:48.000Z,2.05,https://www.sec.gov/Archives/edgar/data/31462/000110465911007934/0001104659-11-007934-index.html,https://www.sec.gov/Archives/edgar/data/31462/000110465911007934/a11-6222_18k.htm
SEC8K-0001104659-11-008613,0000764478,,UNMAPPED,0001104659-11-008613,8-K,2011-02-22,2011-02-22T11:17:48.000Z,2.05,https://www.sec.gov/Archives/edgar/data/764478/000110465911008613/0001104659-11-008613-index.html,https://www.sec.gov/Archives/edgar/data/764478/000110465911008613/a11-6435_18k.htm
SEC8K-0001104659-11-020935,0001013871,,UNMAPPED,0001104659-11-020935,8-K,2011-04-19,2011-04-19T20:24:42.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1013871/000110465911020935/0001104659-11-020935-index.html,https://www.sec.gov/Archives/edgar/data/1013871/000110465911020935/a11-10544_18k.htm
SEC8K-0000885725-11-000019,0000885725,,UNMAPPED,0000885725-11-000019,8-K,2011-04-20,2011-04-20T21:04:07.000Z,2.06,https://www.sec.gov/Archives/edgar/data/885725/000088572511000019/0000885725-11-000019-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572511000019/form8k.htm
SEC8K-0001071739-11-000019,0001071739,,UNMAPPED,0001071739-11-000019,8-K,2011-04-28,2011-04-27T22:37:11.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000019/0001071739-11-000019-index.html,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000019/form8k.htm
SEC8K-0001299933-11-001437,0001140536,,UNMAPPED,0001299933-11-001437,8-K/A,2011-05-10,2011-05-10T19:15:47.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1140536/000129993311001437/0001299933-11-001437-index.html,https://www.sec.gov/Archives/edgar/data/1140536/000129993311001437/htm_41682.htm
SEC8K-0001104659-11-031968,0001001250,,UNMAPPED,0001104659-11-031968,8-K/A,2011-05-27,2011-05-27T17:18:09.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465911031968/0001104659-11-031968-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465911031968/a11-13350_18ka.htm
SEC8K-0000922224-11-000091,0000922224,,UNMAPPED,0000922224-11-000091,8-K,2011-06-21,2011-06-21T20:49:26.000Z,2.05,https://www.sec.gov/Archives/edgar/data/922224/000092222411000091/0000922224-11-000091-index.html,https://www.sec.gov/Archives/edgar/data/922224/000092222411000091/form8k.htm
SEC8K-0001193125-11-188093,0000100517,,UNMAPPED,0001193125-11-188093,8-K,2011-07-14,2011-07-14T12:51:04.000Z,2.04,https://www.sec.gov/Archives/edgar/data/100517/000119312511188093/0001193125-11-188093-index.html,https://www.sec.gov/Archives/edgar/data/100517/000119312511188093/d8k.htm
SEC8K-0001193125-11-190246,0000858877,,UNMAPPED,0001193125-11-190246,8-K,2011-07-18,2011-07-18T20:46:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/858877/000119312511190246/0001193125-11-190246-index.html,https://www.sec.gov/Archives/edgar/data/858877/000119312511190246/d8k.htm
SEC8K-0000092122-11-000098,0000092122,,UNMAPPED,0000092122-11-000098,8-K,2011-07-26,2011-07-26T19:34:45.000Z,2.04,https://www.sec.gov/Archives/edgar/data/92122/000009212211000098/0000092122-11-000098-index.html,https://www.sec.gov/Archives/edgar/data/92122/000009212211000098/plntdan8k-711.htm
SEC8K-0000885725-11-000037,0000885725,,UNMAPPED,0000885725-11-000037,8-K,2011-07-28,2011-07-28T11:06:51.000Z,2.05,https://www.sec.gov/Archives/edgar/data/885725/000088572511000037/0000885725-11-000037-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572511000037/q2earnings8-k.htm
SEC8K-0001193125-11-201698,0000310158,,UNMAPPED,0001193125-11-201698,8-K,2011-07-29,2011-07-29T11:26:00.000Z,2.05,https://www.sec.gov/Archives/edgar/data/310158/000119312511201698/0001193125-11-201698-index.html,https://www.sec.gov/Archives/edgar/data/310158/000119312511201698/d8k.htm
SEC8K-0000922224-11-000119,0000922224,,UNMAPPED,0000922224-11-000119,8-K/A,2011-08-04,2011-08-04T21:17:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/922224/000092222411000119/0000922224-11-000119-index.html,https://www.sec.gov/Archives/edgar/data/922224/000092222411000119/form8ka.htm
SEC8K-0000047217-11-000039,0000047217,,UNMAPPED,0000047217-11-000039,8-K,2011-08-18,2011-08-18T21:19:52.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000004721711000039/0000047217-11-000039-index.html,https://www.sec.gov/Archives/edgar/data/47217/000004721711000039/q3form8-k_082011.htm
SEC8K-0001181431-11-048654,0001048286,,UNMAPPED,0001181431-11-048654,8-K,2011-09-09,2011-09-09T17:08:53.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1048286/000118143111048654/0001181431-11-048654-index.html,https://www.sec.gov/Archives/edgar/data/1048286/000118143111048654/rrd321562.htm
SEC8K-0000950123-11-088103,0001489393,,UNMAPPED,0000950123-11-088103,8-K,2011-10-03,2011-10-03T15:27:40.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1489393/000095012311088103/0000950123-11-088103-index.html,https://www.sec.gov/Archives/edgar/data/1489393/000095012311088103/h84917e8vk.htm
SEC8K-0001445305-11-002909,0001466258,,UNMAPPED,0001445305-11-002909,8-K,2011-10-06,2011-10-06T20:58:18.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1466258/000144530511002909/0001445305-11-002909-index.html,https://www.sec.gov/Archives/edgar/data/1466258/000144530511002909/form8-koctober62011.htm
SEC8K-0000922224-11-000165,0000922224,,UNMAPPED,0000922224-11-000165,8-K/A,2011-10-13,2011-10-13T21:26:34.000Z,2.05,https://www.sec.gov/Archives/edgar/data/922224/000092222411000165/0000922224-11-000165-index.html,https://www.sec.gov/Archives/edgar/data/922224/000092222411000165/form8ka.htm
SEC8K-0001193125-11-274966,0001097864,,UNMAPPED,0001193125-11-274966,8-K,2011-10-19,2011-10-19T20:53:18.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1097864/000119312511274966/0001193125-11-274966-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312511274966/d245451d8k.htm
SEC8K-0001445305-11-003034,0001466258,,UNMAPPED,0001445305-11-003034,8-K/A,2011-10-20,2011-10-20T20:38:07.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1466258/000144530511003034/0001445305-11-003034-index.html,https://www.sec.gov/Archives/edgar/data/1466258/000144530511003034/form8-ka.htm
SEC8K-0001193125-11-277152,0001097864,,UNMAPPED,0001193125-11-277152,8-K,2011-10-21,2011-10-21T17:55:59.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1097864/000119312511277152/0001193125-11-277152-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312511277152/d245761d8k.htm
SEC8K-0001193125-11-295247,0000002488,,UNMAPPED,0001193125-11-295247,8-K,2011-11-03,2011-11-03T20:40:01.000Z,2.05,https://www.sec.gov/Archives/edgar/data/2488/000119312511295247/0001193125-11-295247-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312511295247/d251558d8k.htm
SEC8K-0000764478-11-000020,0000764478,,UNMAPPED,0000764478-11-000020,8-K,2011-11-07,2011-11-07T12:15:20.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/764478/000076447811000020/0000764478-11-000020-index.html,https://www.sec.gov/Archives/edgar/data/764478/000076447811000020/november7th8k.htm
SEC8K-0001104659-11-062200,0000796343,,UNMAPPED,0001104659-11-062200,8-K,2011-11-08,2011-11-08T22:03:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/796343/000110465911062200/0001104659-11-062200-index.html,https://www.sec.gov/Archives/edgar/data/796343/000110465911062200/a11-29476_18k.htm
SEC8K-0000310764-11-000158,0000310764,,UNMAPPED,0000310764-11-000158,8-K,2011-11-10,2011-11-10T21:05:41.000Z,2.05,https://www.sec.gov/Archives/edgar/data/310764/000031076411000158/0000310764-11-000158-index.html,https://www.sec.gov/Archives/edgar/data/310764/000031076411000158/syk8k111011.htm
SEC8K-0001274494-11-000060,0001274494,,UNMAPPED,0001274494-11-000060,8-K,2011-12-14,2011-12-14T12:11:36.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1274494/000127449411000060/0001274494-11-000060-index.html,https://www.sec.gov/Archives/edgar/data/1274494/000127449411000060/form8-k12x14x11.htm
SEC8K-0001193125-11-352242,0001324424,,UNMAPPED,0001193125-11-352242,8-K,2011-12-27,2011-12-27T13:33:30.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1324424/000119312511352242/0001193125-11-352242-index.html,https://www.sec.gov/Archives/edgar/data/1324424/000119312511352242/d270711d8k.htm
SEC8K-0001193125-12-011819,0000007084,,UNMAPPED,0001193125-12-011819,8-K,2012-01-13,2012-01-13T20:14:57.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/7084/000119312512011819/0001193125-12-011819-index.html,https://www.sec.gov/Archives/edgar/data/7084/000119312512011819/d282748d8k.htm
SEC8K-0001193125-12-017222,0000051253,,UNMAPPED,0001193125-12-017222,8-K,2012-01-19,2012-01-19T22:23:54.000Z,2.05,https://www.sec.gov/Archives/edgar/data/51253/000119312512017222/0001193125-12-017222-index.html,https://www.sec.gov/Archives/edgar/data/51253/000119312512017222/d286319d8k.htm
SEC8K-0001104659-12-003153,0000031462,,UNMAPPED,0001104659-12-003153,8-K,2012-01-20,2012-01-20T21:44:27.000Z,2.05,https://www.sec.gov/Archives/edgar/data/31462/000110465912003153/0001104659-12-003153-index.html,https://www.sec.gov/Archives/edgar/data/31462/000110465912003153/a12-3160_18k.htm
SEC8K-0000097476-12-000004,0000097476,,UNMAPPED,0000097476-12-000004,8-K,2012-01-23,2012-01-23T21:36:42.000Z,2.05,https://www.sec.gov/Archives/edgar/data/97476/000009747612000004/0000097476-12-000004-index.html,https://www.sec.gov/Archives/edgar/data/97476/000009747612000004/d8k1232012.htm
SEC8K-0001031296-12-000003,0001031296,,UNMAPPED,0001031296-12-000003,8-K,2012-01-26,2012-01-26T13:41:08.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000003/0001031296-12-000003-index.html,https://www.sec.gov/Archives/edgar/data/1031296/000103129612000003/main8_k.htm
